Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
7799,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5007,[fol. 221v],,,Nürnberg,Weissenburg,Brief,in unser ratpot(schaft) zu einem tag gen Ellingen ze leihen.,"Item ein brief von Weissenburg, in unser ratpot(schaft) zu einem tag gen Ellingen ze leihen.",,,,,,,,,,,,,,,,,,,,
7800,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5008,[fol. 221v],,,Nürnberg,Ulm,Brief,"in unser potschaft zu einem tag fur marggraf Albrecht ze leihen, :von: Hannsen Gibitz antreffend.","Item ein brief von Ulm, in unser potschaft zu einem tag fur marggraf Albrecht ze leihen, :von: Hannsen Gibitz antreffend.",,,,,,,,,,,,,,,,,,,,
7801,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5009,[fol. 221v],,,Nürnberg,Markgraf Albrecht,Brief,"von Peters wegen von Sek(endorf), Ulrich Futrer antreffend.","Item aber i brief von marggraf Albrecht, von Peters wegen von Sek(endorf), Ulrich Futrer antreffend.",,1454 Jan. 16,,,,,,,,,,,,,,,,,,
7803,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5010,[fol. 221v],,,Nürnberg,Ulm,Mahnbrief,uf montag vor Anthonii [1454 Januar 14] bestymet.,"Item ein manbug von Ulm, uf montag vor Anthonii [1454 Januar 14] bestymet.",,,,,,,,,,,,,,,,,,,,
7804,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5011,[fol. 221v],,,Nürnberg,Nördlingen,Brief,von erstreckung wegen des tags mit Jorgen Auer untz uf montag nach Conversionis Pauli [1454 Januar 28].,"Item ein brief von Nordl(ingen), von erstreckung wegen des tags mit Jorgen Auer untz uf montag nach Conversionis Pauli [1454 Januar 28].",,,,,,,,,,,,,,,,,,,,
7805,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5012,[fol. 221v],,,Nürnberg,Hans von Waldenfels,Brief,"von seiner spruch und vordrung wegen, so er zu uns vermeint zu haben.","Item ein brief von her Hannsen von Waldenfels, von seiner spruch und vordrung wegen, so er zu uns vermeint zu haben.",,1454 Jan. 9,,,,,,,,,,,,,,,,,,
7807,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5013,[fol. 221v],,,Nürnberg,Rothenburg,Brief,"ein brief irem frund, dem Permiter, in keiserlichen hof nachzusenden.","Item ein brief von Rotemburg, ein brief irem frund, dem Permiter, in keiserlichen hof nachzusenden.",,,,,,,,,,,,,,,,,,,,
7808,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 222r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,1454,1,Januar,9,Februar,6,1454 Januar 9|Februar 6,1454 Januar 9|Februar 6,,[fol. 222r],,,,,,,,,,,Burgermeister her Niclas Muffel und her Hanns Birckenheimer feria iiiia post Ephiphanias domini anno liiii°. ,,,,,,,,,,,,,,,,
7811,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5014,[fol. 222r],,,Nürnberg,Herzogen von Burgund,lateinischer Brief,unser ratspotschaft zu einem tage zu Meintz zwischen kungk Lasla und im ze schicken.,"Item ein lateinisch brief vom hertzogen von Burgund, unser ratspotschaft zu einem tage zu Meintz zwischen kungk Lasla und im ze schicken.",,,,,,,,,,,,,,,,,,,,
7812,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5015,[fol. 222r],,,Nürnberg,Bischof von Würzburg,Kredenz,"Johann Feuchten, sein schreiber.","Item ein credentz von unserm hern von Wirtzpurg uf Johannsen Feuchten, sein schreiber.",,,,,,,,,,,,,,,,,,,,
7813,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5016,[fol. 222r],,,Nürnberg,Nördlingen,Brief,in Trabhansen etlich schedlich zu fragen ze leihen.,"Item ein brief von Nord(lingen), in Trabhansen etlich schedlich zu fragen ze leihen.",,1454 Jan. 11,,,,,,,,,,,,,,,,,,
7815,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5017,[fol. 222r],,,Nürnberg,Anton Stieber,Brief,im etlich holtz zu einem pawe ze geben.,"Item ein brief von Anth(oni) Stieber, im etlich holtz zu einem pawe ze geben.",,1454 Jan. 11,,,,,,,,,,,,,,,,,,
7817,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5018,[fol. 222r],,,Nürnberg,Weissenburg,Brief,"an etlich unser ratsfrunde, in Hannsen von Burcks sachen.","Item ein brief von Weyssenburg, an etlich unser ratsfrunde, in Hannsen von Burcks sachen.",,,,,,,,,,,,,,,,,,,,
7818,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5019,[fol. 222r],,,Nürnberg,Markgraf Albrecht,Brief,an N[iclas] Muffel und Jobsten Tetzl lautend.,"Item ein brief von marggraf Albrecht, an N[iclas] Muffel und Jobsten Tetzl lautend.",,,,,,,,,,,,,,,,,,,,
7819,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5020,[fol. 222r],,,Nürnberg,Ruprecht Haller,Brief,"in der von Weissenburg sachen, Hannsen von Burck anrurend.","Item ein brief von Ruprecht Haller, in der von Weissenburg sachen, Hannsen von Burck anrurend.",,,,,,,,,,,,,,,,,,,,
7820,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5021,[fol. 222r],,,Nürnberg,Christoph von Parsberg,Brief,"von Lorentz Grel wegen, ein verpot, von Kutzhabts wegen gelegt, anrurend.","Item ein brief von her Cristoffen von Parsperg, von Lorentz Grel wegen, ein verpot, von Kutzhabts wegen gelegt, anrurend.",,,,,,,,,,,,,,,,,,,,
7821,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5022,[fol. 222r],,,Nürnberg,Markgraf Albrecht,Brief,von der armenlut wegen von Schönberg.,"Item ein brief von marggraf Albrecht, von der armenlut wegen von Schönberg.",,,,,,,,,,,,,,,,,,,,
7822,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5023,[fol. 222r],,,Nürnberg,Johann Schuler,Brief,,"Item ein brief, mit einer eingeslossen abschide, von Johann Schuler, in Hannsen von Presla und des von Mansfelt sachen.",,,,,,,,,,,,,,,,,,,,
7823,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 222v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7824,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5024,[fol. 222v],1454 Jan. 2,,Nürnberg,Graf Hansen von Wertheim,Antwort,"Erhart und Leupolten Schurstab, von ir lehen wegen, anrurend.","Item ein antwort von graf Hansen von Wertheim, Erhart und Leupolten Schurstab, von ir lehen wegen, anrurend.",,,,,,,,,,,,,,,,,,,,
7826,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5025,[fol. 222v],,,Nürnberg,Würzburg,Brief,von Engel Eysenhuts wegen.,"Item ein brief von Wirtzpurg, von Engel Eysenhuts wegen.",,,,,,,,,,,,,,,,,,,,
7827,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5026,[fol. 222v],1454 Jan. 5,,Nürnberg,"Gottfried, Bischof von Würzburg",Antwort,Ellen Putnerin antreffend.,"Item ein antwort von b(ischof) Gotfr(id) zu Wirtzpurg, Ellen Putnerin antreffend.",,,,,,,,,,,,,,,,,,,,
7829,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5027,[fol. 222v],,,Nürnberg,Jörg von Schawnberg,Bittbrief,"tumpr(obst), von Ebelein Herwigs wegen.","Item ein betbrief von hern Jorgen von Schawnberg, tumpr(obst), von Ebelein Herwigs wegen.",,,,,,,,,,,,,,,,,,,,
7830,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5028,[fol. 222v],,,Nürnberg,Dinkelsbühl,Brief,von Hannsen von Durn wegen.,"Item ein brief von Dinkelspuhl, von Hannsen von Durn wegen.",,1454 Jan. 21,,,,,,,,,,,,,,,,,,
7832,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5029,[fol. 222v],,,Nürnberg,Nördlingen,Brief,"von unser potschaft wegen, die gen Munchen in Auers sachen reiten sol, in die furbaß zu hertzog Ludwig ze leihen.","Item ein brief von Nörd(lingen), von unser potschaft wegen, die gen Munchen in Auers sachen reiten sol, in die furbaß zu hertzog Ludwig ze leihen.",,1454 Jan. 21,,,,,,,,,,,,,,,,,,
7834,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5030,[fol. 222v],,,Nürnberg,Haintzen Smyd,Brief,die Holtzschuher anrurend.,"Item ein brief von Haintzen Smyd, die Holtzschuher anrurend.",,1454 Jan. 22,,,,,,,,,,,,,,,,,,
7836,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5031,[fol. 222v],,,Nürnberg,Ulm,Brief,"in unsern ratsfrunde in die gewaltsbrief zusetzen, den tag zu Wirtzpurg gen dem von Geroltzegk und Hannsen von Rechperg etc. zu bestellen, zu benennen.","Item ein brief von Ulm, in unsern ratsfrunde in die gewaltsbrief zusetzen, den tag zu Wirtzpurg gen dem von Geroltzegk und Hannsen von Rechperg etc. zu bestellen, zu benennen.",,1454 Jan. 22,,,,,,,,,,,,,,,,,,
7838,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5032,[fol. 222v],,,Nürnberg,Jacob von Czitadel,Brief,im geleit zu geben und sein burgerr(echt) ufzunemen.,"Item ein brief von Jacoben von Czitadel, im geleit zu geben und sein burgerr(echt) ufzunemen.",,,,,,,,,,,,,,,,,,,,
7839,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5033,[fol. 222v],,,Nürnberg,Augsburg,Brief,"von Hannsen wegen von Hoy und Gilgen Ravenspurgers, die Seybotin anrurend.","Item ein brief von Augspurg, von Hannsen wegen von Hoy und Gilgen Ravenspurgers, die Seybotin anrurend.",,,,,,,,,,,,,,,,,,,,
7840,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 223r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5034,[fol. 223r],,,Nürnberg,Pleyenstein,Urteil,,Item ein urteil vom Pleyenstein.,,,,,,,,,,,,,,,,,,,,
7842,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5035,[fol. 223r],,,Nürnberg,Bernheim,Brief,"von irs schultheiß wegen, Jeronimus Topler anrurend.","Item ein brief von Bernheim, von irs schultheiß wegen, Jeronimus Topler anrurend.",,1454 Jan. 28,,,,,,,,,,,,,,,,,,
7844,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5036,[fol. 223r],,,Nürnberg,Eckharten Wisheckel,Brief,"begernde, im geleit zu geben etc.","Item ein brief von Eckharten Wisheckel, begernde, im geleit zu geben etc.",,,,,,,,,,,,,,,,,,,,
7845,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5037,[fol. 223r],,,Nürnberg,Herzog Ludwig von Bayern,Brief,"von Stephan Hallers wegen, im umb sein scheden ausrichtung ze tun.","Item ein brief von hertzog Ludwig von Beyrn, von Stephan Hallers wegen, im umb sein scheden ausrichtung ze tun.",,,,,,,,,,,,,,,,,,,,
7846,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5038,[fol. 223r],,,Nürnberg,Dinkelsbühl,Brief,"von der ladung wegen, so Ulin Rosch von Feuchtwang Hansen Pewrlin mit dem lantgericht furg(enomen) hat.","Item ein brief von Dinckelspuhl, von der ladung wegen, so Ulin Rosch von Feuchtwang Hansen Pewrlin mit dem lantgericht furg(enomen) hat.",,1454 Jan. 26,,,,,,,,,,,,,,,,,,
7848,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5039,[fol. 223r],,,Nürnberg,Markgraf Albrecht,Brief,"von wegen Sixten Geissendorffers, im gen Kifhabern sein gerecht(ikeit) ergen zu lassen.","Item ein brief von marggraf Albrecht, von wegen Sixten Geissendorffers, im gen Kifhabern sein gerecht(ikeit) ergen zu lassen.",,,,,,,,,,,,,,,,,,,,
7849,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5040,[fol. 223r],1454 Jan. 23,,Nürnberg,Werde,Antwort,von unser schulde wegen etc.,"Item ein antwort von Werde, von unser schulde wegen etc.",,1454 Jan. 29,,,,,,,,,,,,,,,,,,
7852,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5041,[fol. 223r],,,Nürnberg,Kaiser,mehrere Kommissionen,,"Item zwen keiserlich commission, eine in Ulrich Hallers des jungen, :die ander in desselben Ul: und Peter Zolners sachen, die ander in desselben Ulrichs und Tetzl und Hegneins sachen, und ein arrestacion.",,,,,,,,,,,,,,,,,,,,
7853,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5042,[fol. 223r],,,Nürnberg,Kaiser,Kommissionen,,"Itemauch ein keiserlich commission, in Futrers sachen.",,,,,,,,,,,,,,,,,,,,
7854,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5043,[fol. 223r],,,Nürnberg,,,,"Item hern Franntzen Rumels sach, zusamen gepunden.",,,,,,,,,,,,,,,,,,,,
7855,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5044,[fol. 223r],,,Nürnberg,Sigmund Sanizeller,Brief,Sebald Halbgewachsen anrurend.,"Item ein brief von Sigmund Sanizeller, Sebalten Halbgewachsen anrurend.",,1454 Jan. 28,,,,,,,,,,,,,,,,,,
7857,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5045,[fol. 223r],,,Nürnberg,Bischof von Würzburg,Brief,"von der von Geroltzhoven wegen, die Usmerin anrurend.","Item ein brief von dem b(ischof) zu Wirtzpurg, von der von Geroltzhoven wegen, die Usmerin anrurend.",,1454 Jan. 28,,,,,,,,,,,,,,,,,,
7859,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5046,[fol. 223r],,,Nürnberg,"Ulrich Gromat, Richter zu Schwabach",Brief,von Hannsen Sleiffers wegen von Ruterspach.,"Item ein brief von Ulrichen Gromat, richter zu Swabach, von Hannsen Sleiffers wegen von Ruterspach.",,,,,,,,,,,,,,,,,,,,
7860,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 223v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5047,[fol. 223v],,,Nürnberg,Heinrico Steinmetz,Brief,"statschreiber zu Rot(enburg), wie der Haller zu Colmberg außkumen sein sull, und auch sust andre meren.","Item ein brief von Heinrico Steinmetz, statschreiber zu Rot(enburg), wie der Haller zu Colmberg außkumen sein sull, und auch sust andre meren.",,,,,,,,,,,,,,,,,,,,
7862,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5048,[fol. 223v],,,Nürnberg,Jörg Derrer,Brief,von der Otingischen sach wegen.,"Item ein brief von Jorgen Derrer, von der Otingischen sach wegen.",,,,,,,,,,,,,,,,,,,,
7863,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5049,[fol. 223v],1454 Jan. 22,,Nürnberg,Ulm,Brief,"darinn sie uns den tag, mit dem von Geroltzek zu Wirtzpurg zu leisten, abschreiben, und die veintschaft :abe: zu.","Item ein brief von Ulm, darinn sie uns den tag, mit dem von Geroltzek zu Wirtzpurg zu leisten, abschreiben, und die veintschaft :abe: zu.",,,,,,,,,,,,,,,,,,,,
7865,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5050,[fol. 223v],,,Nürnberg,Schultheiß zu Wirtzpurg,Brief,"an Karln Holtzschuher lautend, Jacob, juden, anrurend.","Item ein brief von dem schultheiß zu W[irtzpurg], an Karln Holtzschuher lautend, Jacob, juden, anrurend.",,,,,,,,,,,,,,,,,,,,
7866,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5051,[fol. 223v],,,Nürnberg,Markgraf Albrecht,Brief,"von C. Wagners wegen, den auß sorgen ze lassen.","Item ein brief von marggraf Albrecht, von C. Wagners wegen, den auß sorgen ze lassen.",,,,,,,,,,,,,,,,,,,,
7867,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5052,[fol. 223v],,,Nürnberg,Windsheim,Brief,C. Smyde und F[ritz] Wagner bey in antreffend.,"Item ein brief von Windsheim, C. Smyde und F[ritz] Wagner bey in antreffend.",,1454 Jan. 30,,,,,,,,,,,,,,,,,,
7869,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5053,[fol. 223v],,,Nürnberg,Markgraf Albrecht,Brief,"die straß, zöll und geleit anrurend.","Item ein brief von marggraf Albrecht, die straß, zöll und geleit anrurend.",,,,,,,,,,,,,,,,,,,,
7870,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5054,[fol. 223v],,,Nürnberg,Kaiser,Brief,"Eustachius von Frodnach und Lupolt Holtzler, als von leiptings wegen, von uns ze kauffen, anrurend.","Item ein brief von unserm hern keiser, Eustachius von Frodnach und Lupolt Holtzler, als von leiptings wegen, von uns ze kauffen, anrurend.",,,,,,,,,,,,,,,,,,,,
7871,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5055,[fol. 223v],,,Nürnberg,Weisnach,Urteil,,Item ein :brief: urtail von Weisnach.,,,,,,,,,,,,,,,,,,,,
7872,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5056,[fol. 223v],,,Nürnberg,Bischof von Bamberg,Kredenz,,"Item aber i credentz von unserm hern von Bamberg uf Steph(an) Tetzl, camermeister.",,,,,,,,,,,,,,,,,,,,
7873,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5057,[fol. 223v],,,Nürnberg,Windsheim,Antwort,den Heideker antreffend.,"Item i antwurt von Winds(heim), den Heideker antreffend.",,,,,,,,,,,,,,,,,,,,
7874,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5058,[fol. 223v],,,Nürnberg,Bischof von Eichstätt,Brief,C(ontz) Armbawrern anrurend.,"Item ein brief von dem b(ischof) von Eystet, C(ontz) Armbawrern anrurend.",,,,,,,,,,,,,,,,,,,,
7875,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 224r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5059,[fol. 224r],,,Nürnberg,Markgraf Albrecht,Brief,Wilhelm Schopper und Burkhart Pesler gen einander antreffend.,"Item i brief von marggraf Albrecht, Wilhelm Schopper und Burkhart Pesler gen einander antreffend.",,1454 Febr. 1,,,,,,,,,,,,,,,,,,
7878,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5060,[fol. 224r],,,Nürnberg,Meister Hannsen Sibenburger,Brief,"einem tarthschenmacher, der uns tartschen vermeint ze machen.","Item ein brief von maister Hannsen Sibenburger, einem tarthschenmacher, der uns tartschen vermeint ze machen.",,1454 Febr. 4,,,,,,,,,,,,,,,,,,
7880,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5061,[fol. 224r],,,Nürnberg,Bibrach,Brief,"von irs Salwurten und dieners wegen, Hannsen Waldecker, unsern burger, antreffend.","Item ein brief von Bibrach, von irs Salwurten und dieners wegen, Hannsen Waldecker, unsern burger, antreffend.",,,,,,,,,,,,,,,,,,,,
7881,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5062,[fol. 224r],,,Nürnberg,Jörg von Wildenstein,Brief,"von Otten Durß wegen, etliche pferd antreffend, die im Lienhart Gralant, ampt(man), aufgesetzt hat.","Item ein brief von Jorgen von Wildenst(ein), von Otten Durß wegen, etliche pferd antreffend, die im Lienhart Gralant, ampt(man), aufgesetzt hat.",,,,,,,,,,,,,,,,,,,,
7882,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5063,[fol. 224r],1454 Jan. 29,,Nürnberg,Werde,Antwort,"aber von der schulde wegen, die sie uns schuldig beleiben.","Item ein :brief: antwurt von Werde, aber von der schulde wegen, die sie uns schuldig beleiben.",,,,,,,,,,,,,,,,,,,,
7884,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5064,[fol. 224r],,,Nürnberg,Markgraf Albrecht,Antwort,"von Hannsen Raben wegen von Tuchenbach, Jacob, juden, von Aurach anrurend.","Item ein :brief: antwurt von marggraf Albrecht, von Hannsen Raben wegen von Tuchenbach, Jacob, juden, von Aurach anrurend.",,1454 Febr. 1,,,,,,,,,,,,,,,,,,
7886,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5065,[fol. 224r],,,Nürnberg,Forchheim,Brief,"von Hannsen Mulners, irs ratsfrunds, wegen, Hannsen Wernitzer, unsern burger, antreffend.","Item ein brief von Vorcheim, von Hannsen Mulners, irs ratsfrunds, wegen, Hannsen Wernitzer, unsern burger, antreffend.",,1454 Febr. 6,,,,,,,,,,,,,,,,,,
7888,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5066,[fol. 224r],,,Nürnberg,,Zettel,,"Item etlich zettel zusamen gepunden, Haller, Zollner, Tetzl und Hegnein, zusamen gepunden.",,,,,,,,,,,,,,,,,,,,
7889,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5067,[fol. 224r],,,Nürnberg,,mehrere Zettel,,"Item zetteln, Wilhelm Rumlin und N[iclas] Muffel gen einander antreffend.",,,,,,,,,,,,,,,,,,,,
7890,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5068,[fol. 224r],,,Nürnberg,,mehrere Zettel,,"Item etwevil zettel, zusamen gepunden, wie man mer soll gemachen und nach den pesten fugen zu gelt kumen mug.",,,,,,,,,,,,,,,,,,,,
7891,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 224v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,1454,1,Januar,9,Februar,6,#REF!,#REF!,BER5069,[fol. 224v],,,Nürnberg,Markgraf Albrecht,Brief,"von Caspar Seitzenheintzen wegen, Petern Schonknecht anrurend.","Item ein brief von marggraf Albrecht, von Caspar Seitzenheintzen wegen, Petern Schonknecht anrurend.",,,,,,,,,,,,,,,,,,,,
7893,1454,1,Januar,9,Februar,6,#REF!,#REF!,,[fol. 224v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,1454,2,Februar,6,März,6,1454 Februar 6|März 6,1454 Februar 6|März 6,,[fol. 224v],,,,,,,,,,,Burgermeister her Hanns Coler und her Anthoni Tucher feia quarta Dorothee anno l° quarto.,,,,,,,,,,,,,,,,
7896,1454,2,Februar,6,März,6,#REF!,#REF!,BER5070,[fol. 224v],,,,,Brief,,"Ein brief von unserm hern von Bamberg, von Mayr, seins juden, wegen, Ortolf Stromer anrurend.",,1454 Febr. 9,,,,,,,,,,,,,,,,,,
7898,1454,2,Februar,6,März,6,#REF!,#REF!,BER5071,[fol. 224v],,,Nürnberg,Berggericht zu Wendelstein,Urteil,,Item ein urteil vom perkgericht zu Wendelstein.,,,,,,,,,,,,,,,,,,,,
7899,1454,2,Februar,6,März,6,#REF!,#REF!,BER5072,[fol. 224v],,,Nürnberg,Kaiser,Brief,,"Itemein keiserlich brief, darinn Contz Kudorffer von Peter Herren wegen in die acht verkundt ist.",,,,,,,,,,,,,,,,,,,,
7900,1454,2,Februar,6,März,6,#REF!,#REF!,BER5073,[fol. 224v],,,Nürnberg,"Burkart Schenk, Vogt von Coburg",Brief,"von Ot Smyds wegen, unsern burger Weyman anrurend.","Item ein brief von hern Burkart Schenken, voyt zu Coburg, von Ot Smyds wegen, unsern burger Weyman anrurend.",,,,,,,,,,,,,,,,,,,,
7901,1454,2,Februar,6,März,6,#REF!,#REF!,BER5074,[fol. 224v],1454 Jan. 18,,Nürnberg,Kitzingen,Brief,"von Heintzen Ymeldorffers wegen, Jacob Selen anrurend.","Item ein brief von Kitzingen, von Heintzen Ymeldorffers wegen, Jacob Selen anrurend.",,,,,,,,,,,,,,,,,,,,
7903,1454,2,Februar,6,März,6,#REF!,#REF!,BER5075,[fol. 224v],,,Nürnberg,Jude Jacob,Brief,"von Zittadel, im geleit ze geben.","Item ein brief von Jacob, juden, von Zittadel, im geleit ze geben.",,,,,,,,,,,,,,,,,,,,
7904,1454,2,Februar,6,März,6,#REF!,#REF!,BER5076,[fol. 224v],,,Jobst Tetzel,Markgraf Albrecht,Brief,,"Ein brief von marggraf Albrecht, an Jobsten Tetzl, von furgank wegen des tags zu Bamberg.",,,,,,,,,,,,,,,,,,,,
7905,1454,2,Februar,6,März,6,#REF!,#REF!,BER5077,[fol. 224v],,,Nürnberg,Bischof von Bamberg,Brief,"aber von Mayr, juden, wegen.","Item ein brief von meinem hern von Bamberg, aber von Mayr, juden, wegen.",,1454 Febr. 9,,,,,,,,,,,,,,,,,,
7907,1454,2,Februar,6,März,6,#REF!,#REF!,BER5078,[fol. 224v],,,Nürnberg,Sebald Camrer,Brief,im geleite zu geben.,"Item ein brief von Sebalt Camrer, im geleite zu geben.",,,,,,,,,,,,,,,,,,,,
7908,1454,2,Februar,6,März,6,#REF!,#REF!,BER5079,[fol. 224v],,,Nürnberg,"Albrecht Crutzer, Untervogt zu Neustadt",Brief,"von Lang Ulrichs wegen von der Newenstat, etliche flaischacker anrurend.","Item ein brief von Albrecht Crutzer, undervoyt zur Newenstat, von Lang Ulrichs wegen von der Newenstat, etliche flaischacker anrurend.",,,,,,,,,,,,,,,,,,,,
7909,1454,2,Februar,6,März,6,#REF!,#REF!,BER5080,[fol. 224v],,,Nürnberg,Doktor Thoman Pirkheimer,Brief,"tumprobst zu Eystet, von etlicher sachen wegen in curia etc.","Item ein brief von doctor Thom(an) Pirkheimer, tumprobst zu Eystet, von etlicher sachen wegen in curia etc.",,,,,,,,,,,,,,,,,,,,
7910,1454,2,Februar,6,März,6,#REF!,#REF!,BER5081,[fol. 224v],,,Nürnberg,Markgraf Albrecht,Brief,F. Wagner von Lanngenzenn und Petern Popeltrewter anrurend.,"Item ein brief von marggraf Albrecht, F. Wagner von Lanngenzenn und Petern Popeltrewter anrurend.",,,,,,,,,,,,,,,,,,,,
7911,1454,2,Februar,6,März,6,#REF!,#REF!,,[fol. 225v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,1454,2,Februar,6,März,6,#REF!,#REF!,BER5082,[fol. 225v],,,Nürnberg,Kaiser,Brief,den tag uf sannt Jorgen tag [1454 April 23] zu Regensburg in der Turgischen sach.,"Item ein brief von dem keyser, den tag uf sannt Jorgen tag [1454 April 23] zu Regensburg in der Turgischen sach.",,,,,,,,,,,,,,,,,,,,
7913,1454,2,Februar,6,März,6,#REF!,#REF!,BER5083,[fol. 225v],1454 Jan. 16,,Nürnberg,Jörg Derrer,Brief,von geleg(enheit) der sachen im keyserlichen hove.,"Item ein brief von Jorgen Derrer, von geleg(enheit) der sachen im keyserlichen hove.",,,,,,,,,,,,,,,,,,,,
